Description,Discount_Price,Price,Metal,Metal Color,Stones,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Gemstones,Top Length,Top Diameter,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Length,Band Width,Flower Diameter,Band Thickness,Starfish Size,Snake Length, Height, Stone included,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Diameter,Information,Top Length Appx,Height , Contains,Jewelry_Type,Sex
"14K White Gold Channel Set Diamond Eternity Band, 2.00 TCW",5596.5,7995.0,14K Gold,White,"Round Diamond 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Channel Set Diamond Eternity Band, 1.00 TCW",2096.5,2995.0,14K Gold,White,"Round Diamond 1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Channel Set Diamond Eternity Band, 0.50 TCW",1256.5,1795.0,14K Gold,White,"Round Diamond 0.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Prong Set Diamond Eternity Band, 4.00 TCW",13996.5,19995.0,14K Gold,White,"Round Diamond 4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Prong Set Diamond Eternity Band, 3.00 TCW",9096.5,12995.0,14K Gold,White,"Round Diamond 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Prong Set Diamond Eternity Band, 2.00 TCW",5596.5,7995.0,14K Gold,White,"Round Diamond 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Prong Set Diamond Eternity Band, 1.00 TCW",2096.5,2995.0,14K Gold,White,"Round Diamond 1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K White Gold Prong Set Diamond Eternity Band, 0.50 TCW",1046.5,1495.0,14K Gold,White,"Round Diamond 0.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond and Garnet Panther Ring, 0.56 TCW",1676.5,2395.0,14K Gold,Rose,"Round Diamond 0.52, Round Garnet 0.04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Geometric Ring, 0.66 TCW",1725.0,3450.0,14K Gold,White,"Round Diamond 0.66,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri Color Gold Diamond Butterfly Ring, 0.66 TCW",2306.5,3295.0,14K Gold,Three Tone,"Round Diamond 0.66,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 2.47 TCW",2695.0,3850.0,14K Gold,Yellow,"Oval Multi Sapphire 2.14, Round Diamond 0.33",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Textured Yellow Gold Diamond Accented Ring, 0.41 TCW",2656.5,3795.0,14K Gold,Yellow,Round Diamond 0.41,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White Gold Diamond Anchor Ring, 0.12 TCW",805.0,1150.0,14K Gold,White,"Round Diamond 0.12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Seaside 14K Tri Color Gold Diamond Starfish Ring, 0.23 TCW",1116.5,1595.0,14K Gold,Three Tone,"Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Fashion Ring, 0.42 TCW",1676.5,2395.0,14K Gold,White,"Multi Shape Diamond 0.42,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri Color Gold Diamond Braid Ring, 0.29 TCW",1575.0,2250.0,14K Gold,Three Tone,"Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Espresso and White Diamond Ring, 0.93 TCW",3146.5,4495.0,14K Gold,Rose,"Round Diamond 0.93,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 0.70 TCW",1015.0,1450.0,14K Gold,White,"Oval Blue Sapphire 0.57, Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Trillion Tanzanite and Diamond Ring, 0.96 TCW",1396.5,1995.0,14K Gold,White,"Trillion Tanzanite 0.76, Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Accented Crown Ring, 0.41 TCW",1886.5,2695.0,14K Gold,Yellow,"Multi Shape Diamond 0.41,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Bow Ring, 1.61 TCW",2796.5,3995.0,14K Gold,Rose,"Baguette Ruby 1.28, Round Diamond 0.33,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 3.78 TCW",5176.5,7395.0,14K Gold,Rose,"Baguette Ruby 2.51, Round Diamond 1.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Nature 14K Rose Gold Pink Sapphire & Diamond Butterfly Ring, 1.14 TCW",1995.0,2850.0,14K Gold,Rose,"Round Pink Sapphire 1.09, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.37 TCW",1295.0,1850.0,14K Gold,Rose,"Round Diamond 0.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Pear Cut Tanzanite and Diamond Ring, 0.74 TCW",2026.5,2895.0,14K Gold,White,"Pear Tanzanite 1.14, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Safari 14K Rose Gold Multi Gemstone and Diamond Snake Ring, 4.38 TCW",4546.5,6495.0,14K Gold,Rose,"Round Diamond 1.08, Round Cognac Diamond , Round Multi Color 3.3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.65 TCW",3636.5,5195.0,14K Gold,White,"Princess Cut Blue Sapphire 2.24, Round Diamond 0.41,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Limited Edition Diamond Butterfly 2 or 1 Finger Ring, 1.18 TCW",4056.5,5795.0,14K Gold,Rose,"Round Diamond 1.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Two Tone Gold Emerald Cut Tanzanite and Diamond Ring, 2.32 TCW",3675.0,5250.0,14K Gold,Rose and White,"Emerald Cut Tanzanite 1.33, Round Diamond 0.99,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Cultured Pearl and Diamond Accented Ring, 0.05 TCW",696.5,995.0,14K Gold,Yellow,"Pearl, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Accented Diamond Ring, 0.07",346.5,495.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond and Tsavorite Mini Ring, 0.25 TCW",1116.5,1595.0,14K Gold,Rose,"Round Diamond 0.23, Round Tsavorite 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Two-of-Us Diamond Ring, 0.59 TCW",3006.5,4295.0,14K Gold,Yellow,"Round Diamond 0.59,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Limited Edition 14K Rose Gold Diamond Moving Petals Ring, 1.73 TCW",6226.5,8895.0,14K Gold,Rose,"Round Diamond 1.73,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K Yellow Gold Tanzanite and Diamond Ring, 1.45 TCW",2345.0,3350.0,14K Gold,Yellow,"Oval Tanzanite 1.14, Round Diamond 0.31",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K White Gold Tanzanite and Diamond Ring, 2.55 TCW",2446.5,3495.0,14K Gold,White,"Emerald Cut Tanzanite 2.28, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 1.95 TCW",2065.0,2950.0,14K Gold,Rose,"Oval Morganite 1.66, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Diamond Double Band Ring, 0.36 TCW",1295.0,1850.0,14K Gold,Rose,"Round Diamond 0.36,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 3.00 TCW",1816.5,2595.0,14K Gold,Yellow,"Square Multi Color 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Cross Over Ring, 0.53 TCW",2205.0,3150.0,14K Gold,Rose,Round Diamond 0.53,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White and Rose Gold Diamond Ring, 0.18 TCW",1085.0,1550.0,14K Gold,Rose and White,"Round Diamond 0.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Cultured Pearl and Diamond Ring, 0.03 TCW",315.0,450.0,Sterling Silver,N/A,"Round Pearl, Round Diamond 0.03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K White and Yellow Gold Diamond Ring, 0.24 TCW",1816.5,2595.0,14K Gold,Yellow and White,"Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K Rose Gold Aquamarine, Cognac & Diamond Ring, 1.76 TCW",1956.5,2795.0,14K Gold,Rose,"Emerald Cut Aquamarine 1.24, Round Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K White Gold Diamond Zig Zag Ring, 0.38 TCW",1956.5,2795.0,14K Gold,White,Round Diamond 0.38,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy Limited Edition 14K Rose Gold Cognac and White Diamond Butterfly Ring,5355.0,7650.0,14K Gold,Rose,"Round Diamond 2.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 1.12 TCW",2936.5,4195.0,14K Gold,White,Round Diamond 1.12,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Negative Space Ring, 0.65 TCW",1847.5,3695.0,14K Gold,Yellow,Round Diamond 0.65,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Clusters Ring, 0.95 TCW",3697.5,7395.0,14K Gold,White,"Round Diamond 0.95,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 0.88 TCW",3846.5,5495.0,14K Gold,White,Multi Shape Diamond 0.88,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Nature 14K White Gold Black and White Diamond Butterfly Ring, 1.15 TCW",3286.5,4695.0,14K Gold,White,"Round Diamond 1.15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 0.62 TCW",2516.5,3595.0,14K Gold,Rose,Round Diamond 0.62,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.57 TCW",2026.5,2895.0,14K Gold,White,"Round Diamond 0.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.14 TCW",2275.0,3250.0,14K Gold,Rose,"Oval Morganite 1.7, Round Diamond 0.44,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Limited Edition 14K Yellow and White Gold Diamond Ring, 2.25 TCW",7560.0,10800.0,14K Gold,Yellow and White,Round Diamond 2.25,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Accented Diamond Ring, 0.20 TCW",665.0,950.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K Rose and White Gold Aquamarine and Diamond Ring, 2.50 TCW",2306.5,3295.0,14K Gold,Rose and White,"Emerald Cut Aquamarine 2.23, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Diamond and Emerald Ring, 0.67 TCW",2376.5,3395.0,14K Gold,Yellow,"Round Diamond 0.65, Round Emerald 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Cluster Engagement Ring, 0.56 TCW",1606.5,2295.0,14K Gold,White,"Round Diamond 0.56,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Nature 14K Yellow Gold Cognac & White Diamond Butterfly Ring, 0.45 TCW",1505.0,2150.0,14K Gold,Yellow,"Round Diamond 0.45,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 1.56 TCW",1956.5,2795.0,14K Gold,Rose,"Trillion Morganite 1.3, Round Diamond 0.26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.68 TCW",3706.5,5295.0,14K Gold,Yellow,"Emerald Cut Emerald 0.95, Round Diamond 0.73",,,,,,,"1.2""",,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Accented Ring, 0.09 TCW",455.0,650.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K White Gold Ruby and Diamond Ring, 1.14 TCW",1746.5,2495.0,14K Gold,White,"Round Ruby 0.85, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Ring, 0.32 TCW",1326.5,1895.0,14K Gold,White,Multi Shape Diamond 0.32,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Geo 14K Rose Gold Ruby and Diamond Negative Space Ring, 1.45 TCW",2147.5,4295.0,14K Gold,Rose,"Oval Ruby 0.86, Round Diamond 0.59",,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Ring, 0.66 TCW",2586.5,3695.0,14K Gold,Yellow,Round Diamond 0.66,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Ring, 0.58 TCW",3216.5,4595.0,14K Gold,Yellow and White,Round Diamond 0.58,,,,,"3/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.35 TCW",1746.5,2495.0,14K Gold,Yellow and White,"Round Diamond 0.35,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Rosa 14K Rose Gold Ruby and Diamond Ring, 1.15 TCW",2586.5,3695.0,14K Gold,Rose,"Round Ruby 0.78, Round Diamond 0.37",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Ring, 0.52 TCW",2376.5,3395.0,14K Gold,Rose,"Round Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.37 TCW",1715.0,2450.0,14K Gold,Rose,Round Diamond 0.37,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Black and White Diamond Ring, 0.62 TCW",2026.5,2895.0,14K Gold,Yellow,"Round Diamond 0.62,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Criss Cross Ring, 0.40 TCW",1746.5,2495.0,14K Gold,White,Round Diamond 0.4,,"5/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K White Gold Tanzanite and Diamond Ring, 3.09 TCW",4056.5,5795.0,14K Gold,White,"Oval Tanzanite 2.85, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Ring, 0.56 TCW",2306.5,3295.0,14K Gold,Rose,Round Diamond 0.56,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Criss Cross Ring, 0.40 TCW",1396.5,1995.0,14K Gold,White,"Round Diamond 0.4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.39 TCW",2656.5,3795.0,14K Gold,White,"Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.57 TCW",2726.5,3895.0,14K Gold,White,"Round Diamond 0.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 3.40 TCW",2096.5,2995.0,14K Gold,Rose,"Oval Morganite 3.15, Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Diamond and Emerald Ring, 2.31 TCW",4075.0,8150.0,14K Gold,White,"Round Diamond 1.53, Multi Shape Emerald 0.78,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Diamond and Emerald Ring, 1.16 TCW",2325.0,4650.0,14K Gold,White,"Round Diamond 0.77, Multi Shape Emerald 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.37 TCW",1606.5,2295.0,14K Gold,White,"Round Emerald 1.19, Round Diamond 0.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.64 TCW",1676.5,2395.0,14K Gold,Rose,"Emerald Cut Morganite 2.55, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite, Cognac and White Diamond Ring, 2.38 TCW",1816.5,2595.0,14K Gold,Rose,"Pear Morganite 2.15, Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Ring, 11.50 TCW",1295.0,1850.0,14K Gold,Yellow,"Fantasy Cut Onyx 11.3, Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Negative Space Ring, 0.43 TCW",1676.5,2395.0,14K Gold,Rose,Round Diamond 0.43,,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Silver & 18K Gold Cognac Diamond Ring,297.5,425.0,Sterling Silver & 18K Gold,Yellow,"Round Cognac Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 4.00 TCW",2796.5,3995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3.54, Round Diamond 0.46",,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 2.15 TCW",1645.0,2350.0,14K Gold,White,"Cushion Aquamarine 1.9, Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K Yellow Gold Emerald, Cognac & White Diamond Ring, 1.70 TCW",2975.0,4250.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.56,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, .72 TCW",1536.5,2195.0,14K Gold,White,"Round Diamond 0.72,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 3.96 TCW",1816.5,2595.0,14K Gold,White,"Rectangle Aquamarine 3.8, Round Diamond 0.16",,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, .46 TCW",1676.5,2395.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma White Gold Emerald & Diamond Ring, 1.37 TCW",2446.5,3495.0,14K Gold,White,"Emerald Cut Emerald 0.95, Round Diamond 0.42",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Pave Classica 14K Rose Gold Diamond Wedding Band,696.5,995.0,14K Gold,Rose,"Round Diamond 0.13,Matching band for Style WZ0M486DTR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Filigree Ring, 0.53 TCW",2026.5,2895.0,14K Gold,White,Round Diamond 0.53,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Safari 14K Rose Gold Diamond Owl Ring, 0.72 TCW",2905.0,4150.0,14K Gold,Rose,"Round Diamond, Round Black Diamond , Round Cognac Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 2.44 TCW",2026.5,2895.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 2.17, Round Diamond 0.27",,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond & Emerald Double Finger Ring, 1.91 TCW",6926.5,9895.0,14K Gold,Rose,"Round Diamond 1.87, Round Emerald 0.04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Diamond and Emerald Ring, 1.40 TCW",4056.5,5795.0,14K Gold,White,"Round Diamond, Round Black Diamond , Round Emerald 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 S. Silver & 18K Gold Diamond Ring, .11 TCW",416.5,595.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Sterling Silver & 18K Gold Blue Sapphire Ring,245.0,350.0,Sterling Silver & 18K Gold,Yellow,"Round Blue Sapphire 0.19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Pink Sapphire Splash Starfish Ring, 2.82 TCW",525.0,750.0,Sterling Silver,N/A,"Round Pink Sapphire 2.82,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Lagoon Green Amethyst Ring, 4.09 TCW",416.5,595.0,Sterling Silver,N/A,"Oval Green Amethyst 4.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 2.89 TCW",6497.5,12995.0,14K Gold,Rose,"Round Diamond, Round Cognac Diamond , Round Emerald 0.19",,"approx 3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma White Gold Blue Sapphire & Diamond Ring, 2.61 TCW",2236.5,3195.0,14K Gold,White,"Oval Blue Sapphire 2.14, Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Engagement Ring, 0.98 TCW",6997.5,13995.0,14K Gold,White,"Round Diamond 0.98,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.40 TCW",1746.5,2495.0,14K Gold,Rose,"Round Diamond 0.4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, .89 TCW",2096.5,2995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 0.66 TCW",2376.5,3395.0,14K Gold,Rose,"Round Diamond, Round Cognac Diamond , Round Emerald 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Signature Rose Gold Diamond and Emerald Ring, 1.35 TCW",4047.5,8095.0,14K Gold,Rose,"Round Diamond, Round Cognac Diamond , Round Emerald 0.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri-Color Gold Diamond Ring, 0.54 TCW",2236.5,3195.0,14K Gold,Three Tone,"Round Diamond 0.54,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma Blue Sapphire and Diamond Ring, 1.14 TCW",1816.5,2595.0,14K Gold,White,"Round Blue Sapphire 0.85, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K Yellow Gold Genuine Ruby and Diamond Ring, 0.88 TCW",1186.5,1695.0,14K Gold,Yellow,"Round Ruby 0.63, Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
