Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,Hoop Size,"Height 3/8"" x Length",Diameter,Earring,Drop Length,Earring Size,Stud Size,Top Diameter,Diamater,Gemstones, Length,Earring size,Information,"75"" Pearl Size","5"" Pearl Size", Widest Part, Stone included,"25"" Diameter",Earring Diameter,Earring Length,Pearl Size, Lapis Size, Drop Length, Onyx Size,Flower Diameter,Height,Screw Backs. Earring Diameter,Jewelry_Type,Sex,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Top Length,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Band Width,Band Thickness,Starfish Size,Snake Length, Height,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Top Length Appx,Height , Contains,Bracelet Length,Adjustable Length,"7"" Length. Pearl Sizes","7"" Length. Pearl Size",Bolo Chain Max Length,Adjustable String,Bracelet Width,"75"" Thickness",Adjustable Chain,Thickness,Adjustable Bolo Chain. Anchor Length,"5""  Width",Hinged Closure. Width,Size 7. Hinged Closure. Top Width,Hinged Closure. Top Width,Adjustable length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter","17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length, Pendant Length,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length","18"" Necklace. Bar Length","18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size", Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone"
"Effy Watercolors 14K White Gold Multi Gemstone & Diamond Earrings, 4.28 TCW",2870.0,4100.0,14K Gold,White,"Multi Shape Multi Sapphire 3.89, Round Diamond 0.39","1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K White Gold Ruby and Diamond Earrings, 3.26 TCW",2306.5,3295.0,14K Gold,White,"Oval Ruby 2.85, Round Diamond 0.41","1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Stud Earrings, 1.08 TCW",1155.0,1650.0,14K Gold,Yellow,"Round Emerald 0.95, Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Drop Earrings, 2.63 TCW",3916.5,5595.0,14K Gold,White,"Emerald Cut Emerald 1.9, Round Diamond 0.73","1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Turquoise and Diamond Drop Earrings, 5.78 TCW",1676.5,2395.0,14K Gold,Yellow,"Pear Turquoise 5.65, Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Drop Earrings, 0.05 TCW",665.0,950.0,14K Gold,Yellow,"Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K White Gold Ruby and Diamond Hoop Earrings, 1.19 TCW",1295.0,1495.0,14K Gold,White,"Round Ruby 0.8, Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K Gold Sapphire and Diamond Hoop Earrings, 1.19 TCW",1295.0,2595.0,14K Gold,White,"Round Blue Sapphire 0.8, Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Hoop Earrings, 1.57 TCW",3146.5,4495.0,14K Gold,White,"Multi Shape Diamond 1.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Hoop Earrings, 0.48 TCW",1155.0,1650.0,14K Gold,White,"Round Diamond 0.48,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Hoop Earrings, 0.49 TCW",1396.5,1995.0,14K Gold,White,"Round Diamond 0.49,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 18K Two-Tone Yellow & White Diamond Drop Earrings, 1.06 TCW",4196.5,5995.0,18K Gold,Yellow and White,"Round Yellow Diamond 1.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K White Gold Sapphire & Diamond Hoop Earrings, 2.13 TCW",2236.5,3195.0,14K Gold,White,"Square Multi Sapphire 1.9, Round Diamond 0.23","5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Hoop Earrings, 0.55 TCW",,,14K Gold,Rose,"Round Ruby 0.31, Round Diamond 0.24","5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Topaz and Diamond Earrings, 9.25 TCW",1365.0,1950.0,14K Gold,White,"Emerald Cut Blue Topaz 9.2, Round Diamond 0.05","1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Multi Gemstone Earrings, 8.64 TCW",1645.0,2350.0,14K Gold,White,"Multi Shape Multi Color 8.55, Round Diamond 0.09","1.88""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Two Tone Gold Opal and Diamond Stud Earrings, 2.06 TCW",1715.0,2450.0,14K Gold,Yellow and White,"Oval Opal 1.9, Round Diamond 0.16","1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Diamond Hoop Earrings, 3.92 TCW",11896.5,16995.0,14K Gold,Rose,Round Diamond 3.92,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.38 TCW",3247.5,6495.0,14K Gold,White,Round Diamond 1.38,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire & Diamond Stud Earrings, 2.28 TCW",3006.5,4295.0,14K Gold,White,"Round Blue Sapphire 2, Round Diamond 0.28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire & Diamond Stud Earrings, 0.47 TCW",766.5,1095.0,14K Gold,White,"Round Blue Sapphire 0.38, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Stud Earrings, 0.39 TCW",766.5,1095.0,14K Gold,Yellow,"Round Emerald 0.3, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Earrings, 2.58 TCW",1676.5,2395.0,14K Gold,Yellow,"Oval Multi Sapphire 2.51, Round Diamond 0.07","7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Earrings, 0.61 TCW",2726.5,3895.0,14K Gold,Yellow and White,Round Diamond 0.61,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Espresso and White Diamond Earrings, 0.73 TCW",2796.5,3995.0,14K Gold,Rose,Round Diamond 0.73,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Stud Earrings, 2.34 TCW",1536.5,2195.0,14K Gold,White,"Trillion Tanzanite 2.18, Round Diamond 0.16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Hoop Earrings, 0.94 TCW",3146.5,4495.0,14K Gold,Yellow,Multi Shape Diamond 0.94,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Two Tone Gold Diamond Earrings, 0.49 TCW",2306.5,3295.0,14K Gold,Yellow and White,"Round Diamond 0.49,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Ear Jackets, 2.72 TCW",8352.5,16705.0,14K Gold,White,"Round Diamond 2.72,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Topaz Earrings, 4.80 TCW",385.0,550.0,Sterling Silver,N/A,"Cushion Blue Topaz 4.8,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Pearl Dangle Earrings,315.0,450.0,14K Gold,Yellow,Pearl,"2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K Yellow Gold Diamond Cluster Stud Earrings, 0.50 TCW",795.0,1600.0,14K Gold,Yellow,"Round Diamond 0.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Studs, 0.82 TCW",1295.0,1850.0,14K Gold,White,"Round Blue Sapphire 0.7, Round Diamond 0.12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Yellow Gold Opal Stud Earrings, 0.75 TCW",626.5,895.0,14K Gold,Yellow,"Round Opal 0.75,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Earrings, 22.46 TCW",2625.0,3750.0,14K Gold,Yellow,"Fantasy Cut Onyx 21.9, Round Diamond 0.56","1.68""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.95 TCW",3745.0,5350.0,14K Gold,Yellow,"Multi Shape Emerald 1.95, Round Diamond 1","1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Stud Earrings, 0.47 TCW",766.5,1095.0,14K Gold,Yellow,"Round Ruby 0.38, Round Diamond 0.09",,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ocean Bleu 14K White Gold Blue Topaz Stud Earrings, 1.10 TCW",486.5,695.0,14K Gold,White,Round Blue Topaz 1.1,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Sapphire and Diamond Earrings, 7.56 CW",4196.5,5995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 7.12, Round Diamond 0.44","2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 0.79 TCW",2096.5,2995.0,14K Gold,White,Round Diamond 0.79,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Earrings, 6.95 TCW",4196.5,5995.0,14K Gold,Yellow,"Marquise Ruby 6.44, Round Diamond 0.51","1 3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire & Diamond Hoop Earrings, 1.03 TCW",1995.0,2850.0,14K Gold,White,"Round Blue Sapphire 0.76, Round Diamond 0.27","5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Sapphire & Diamond Starfish Earrings, 0.76 TCW",795.0,1350.0,14K Gold,Yellow,"Round Multi Sapphire 0.66, Round Diamond 0.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Tanzanite and Diamond Stud Earrings, 1.70 TCW",1746.5,2495.0,14K Gold,Rose,"Oval Tanzanite 1.33, Round Diamond 0.37","7/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Cultured Fresh Water Pearl Earrings,315.0,450.0,14K Gold,Yellow,Round Pearl,"1.50""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic Sterling Silver & 18K Gold Multi Gemstone Earrings, 2.75 TCW",455.0,650.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Multi Color 2.75,,,,,,,,,,,"Amethyst, Blue Topaz, Citrine, Garnet, Pink Tourmaline, Peridot","1""",,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K White Gold Multi Sapphire & Diamond Earrings, 5.22 TCW",3916.5,5595.0,14K Gold,White,"Multi Shape Multi Sapphire 4.62, Round Diamond 0.6","1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Tsavorite Stud Earrings, 0.49 TCW",1606.5,2295.0,14K Gold,Rose,"Round Diamond 0.45, Round Tsavorite 0.04",,,,,,,,,,,,,"3/8""x3/8""",,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Diamond Drop Earrings, 0.68 TCW",1747.5,3495.0,14K Gold,White,Round Diamond 0.68,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Yellow Gold Opal and Diamond Stud Earrings, 0.92 TCW",836.5,1195.0,14K Gold,Yellow,"Round Opal 0.8, Round Diamond 0.12","5/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Two Tone Gold Tanzanite and Diamond Earrings, 1.03 TCW",1715.0,2450.0,14K Gold,Yellow and White,"Oval Tanzanite 0.86, Round Diamond 0.17","3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Diamond Chandelier Earrings, 1.55 TCW",5497.5,10995.0,14K Gold,Rose,Round Diamond 1.55,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Yellow Gold Tanzanite Stud Earrings, 0.91 TCW",556.5,795.0,14K Gold,Yellow,"Round Tanzanite 0.91,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
