Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter",Adjustable Length,"17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length,Information, Pendant Length,Gemstones,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",Adjustable Chain,""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length", Length,"18"" Necklace. Bar Length",Bracelet Length,"18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size",Pearl Size, Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone",Jewelry_Type,Sex
"Effy Safari Sterling Silver Black and White Diamond Turtle Pendant, 0.32 TCW",595.0,850.0,Sterling Silver,N/A,Round Diamond 0.32,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold 18"" Diamond Necklace, .69 TCW",2096.5,2995.0,14K Gold,White,"Round Diamond 0.69,7 Double Sided Diamond Sections. Adjustable to 16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Necklace, 12.42 TCW",8890.0,12700.0,14K Gold,Yellow,"Oval Multi Sapphire 11.69, Round Diamond 0.73","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Pendant, 4.28 TCW",2306.5,3295.0,14K Gold,White,"Cushion Aquamarine 4, Round Diamond 0.28",,"13/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside Sterling Silver & 18K Gold Blue Topaz Anchor Pendant, 0.80 TCW",250.0,,Sterling Silver & 18K Gold,Yellow,Cushion Blue Topaz 0.8,,"1.38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Yellow Gold Sapphire & Diamond Starfish Pendant, 0.41 TCW",595.0,850.0,14K Gold,Yellow,"Round Blue Sapphire 0.35, Round Diamond 0.06",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Watercolors Multi Sapphire & Diamond Pendant, 3.49 TCW",1746.5,2495.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3.36, Round Diamond 0.13",,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K Yellow Gold Black and White Diamond Turtle Pendant, 0.10 TCW",525.0,1050.0,14K Gold,Yellow,"Round Diamond 0.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Station Necklace, 0.69 TCW",2376.5,3395.0,14K Gold,Yellow,"Round Diamond 0.69,Adjustable Length 16""-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Blue and White Diamond Bee Pendant, 0.46 TCW",1925.0,2750.0,14K Gold,Yellow,Round Diamond 0.46,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K White Gold Diamond Necklace, 4.86 TCW",17500.0,25000.0,14K Gold,White,Round Diamond 4.86,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K White Gold Diamond Cluster Pendant, 0.57 TCW",2425.0,4850.0,14K Gold,White,Round Diamond 0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 1.65 TCW",1695.0,2995.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Trio 14K Tri Color Gold Diamond Pendant, 0.11 TCW",1186.5,1695.0,14K Gold,Three Tone,Round Diamond 0.11,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, 1.06 TCW",3255.0,4650.0,14K Gold,Rose,Round Diamond 1.06,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Diamond Pendant, 0.57 TCW",1425.0,2850.0,14K Gold,Yellow,Round Diamond 0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Diamond Whale's Tail Pendant, 0.05 TCW",495.0,895.0,14K Gold,White,Round Diamond 0.05,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mens 14K Yellow Gold Diamond Anchor Pendant, 0.18 TCW",1956.5,2795.0,14K Gold,Yellow,Round Diamond 0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Diamond Links Pendant, 0.70 TCW",2047.5,4095.0,14K Gold,Rose,Round Diamond 0.7,,"1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.82 TCW",1536.5,2195.0,14K Gold,White,"Trillion Tanzanite 1.7, Round Diamond 0.12",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K 2-Tone Sapphire and Diamond Circles Pendant, 1.09 TCW",2625.0,3750.0,14K Gold,Yellow and White,"Round Blue Sapphire 0.75, Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Disk Necklace, 0.73 TCW",1785.0,2550.0,14K Gold,White,Round Diamond 0.73,"18"" with 1/2"" Disk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Rose Gold Diamond Owl Pendant, 0.58 TCW",2096.5,2995.0,14K Gold,Rose,"Round Diamond, Round Black Diamond , Round Cognac Diamond ",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Trio 14K Tri Color Gold Diamond Starfish Trio Pendant, 0.23 TCW",1326.5,1895.0,14K Gold,Three Tone,Round Diamond 0.23,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Starfish Pendant, 0.06 TCW",1186.5,1695.0,14K Gold,Yellow,Round Diamond 0.06,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Pendant, 2.11 TCW",1362.5,2725.0,Sterling Silver,N/A,"Rectangle Tanzanite 1.9, Round Diamond 0.21",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Yellow Gold Blue & White Diamond Wave Pendant, 0.53 TCW",1956.5,2795.0,14K Gold,Yellow,Round Diamond 0.53,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Blue & White Diamond Turtle Pendant, 0.70 TCW",2415.0,3450.0,14K Gold,White,Round Diamond 0.7,,"0.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Bee Pendant, 0.26 TCW",1606.5,2295.0,14K Gold,Yellow,Round Diamond 0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mosaic 14K Yellow Gold Multi Gemstone Station Necklace, 8.70 TCW",1396.5,1995.0,14K Gold,Yellow,Round Multi Color 8.7,"18"" with 32 Gemstone Stations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Tsavorite and Diamond Evil Eye Pendant, 0.33 TCW",976.5,1395.0,14K Gold,Yellow,"Round Tsavorite 0.19, Round Diamond 0.12, Round Black Diamond 0.02",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Rose Gold Tanznaite and Diamond Pendant, 5.59 TCW",9450.0,13500.0,14K Gold,Rose,"Emerald Cut Tanzanite 5.23, Round Diamond 0.36",,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Gold Sapphire & Diamond Whale's Tail Pendant, 0.79 TCW",1116.5,1595.0,14K Gold,White,"Round Blue Sapphire 0.74, Round Diamond 0.05",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold 18"" Diamond Station Necklace, 2.00 TCW",5666.5,8095.0,14K Gold,White,"Round Diamond 2,18"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold 18"" Diamond Station Necklace, 1.50 TCW",3776.5,5395.0,14K Gold,White,"Round Diamond 1.5,18"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold 36"" Diamond Station Necklace, 2.00 TCW",5145.0,7350.0,14K Gold,White,"Round Diamond 2,36"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver & 18K Gold Diamond Pendant, 0.27 TCW",945.0,1350.0,Sterling Silver & 18K Gold,N/A,Round Diamond 0.27,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 925 Sterling Silver & 18K Gold Cultured Pearl Pendant,416.5,595.0,Sterling Silver,N/A,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold 18"" Diamond Station Necklace, 0.21 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Diamond 0.21,18"" long necklace with 7 double sided diamond sections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Necklace, 0.51 TCW",2306.5,3295.0,14K Gold,White,"Multi Shape Diamond 0.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphin Pendant, 0.76 TCW",1015.0,1450.0,14K Gold,White,"Round Blue Sapphire 0.75, Round Diamond 0.01",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Trio 14K Tri-Color Gold Diamond Flower Pendant, 0.68 TCW",2125.0,4250.0,14K Gold,Three Tone,Round Diamond 0.68,,"1.12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ocean Bleu 14K White Gold Blue Topaz & Diamond Pendant, 7.27 TCW",1396.5,1995.0,14K Gold,White,"Multi Shape Blue Topaz 7.13, Round Diamond 0.14,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Pearl Y Necklace,525.0,750.0,14K Gold,Yellow,Pearl,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Cultured Fresh Water Pearl Necklace,315.0,450.0,14K Gold,Yellow,Round Pearl,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside Silver & 18K Gold Blue Topaz Starfish Pendant, 4.90 TCW",556.5,795.0,Sterling Silver & 18K Gold,Yellow,Multi Shape Blue Topaz 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K White Gold Black and White Diamond Eagle Pendant, 0.51 TCW",1326.5,1895.0,14K Gold,White,"Round Diamond 0.51,18"" Chain Included. Pendant Length 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Jardin Rose Gold Diamond Snake Pendant, 1.02 TCW",2647.5,5295.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond , Round Tsavorite 0.06",,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Rose Gold Ruby Diamond Bow Pendant, 1.94 TCW",2446.5,3495.0,14K Gold,Rose,Ruby 1.69,,,,,,,,,,,,,"18"" Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Two Tone Gold Emerald and Diamond Pendant, 1.73 TCW",3097.5,6195.0,14K Gold,Yellow and White,"Oval Emerald 1.14, Round Diamond 0.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Starfish Pendant, 0.51 TCW",1495.0,2600.0,14K Gold,Yellow,Round Diamond 0.51,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold and Diamond Necklace, 4.16 TCW",11196.5,15995.0,14K Gold,Yellow,Multi Shape Diamond 4.16,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Confetti 14K Rose Gold Cognac, Black & White Diamond Pendant, .77 TCW",1597.5,3195.0,14K Gold,Rose,"Round Black Diamond, Round Diamond , Round Cognac Diamond ,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.32 TCW",1497.5,2995.0,14K Gold,White,Round Diamond 0.32,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Circles Pendant, 0.70 TCW",2325.0,4650.0,14K Gold,Yellow,Round Diamond 0.7,,,,,,"1.3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Pendant, 0.26 TCW",875.0,1250.0,14K Gold,White,"Round Blue Sapphire 0.19, Round Diamond 0.07",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Pendant, 0.62 TCW",766.5,1095.0,14K Gold,Yellow,"Round Opal 0.55, Round Diamond 0.07",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Topaz and Diamond Pendant, 8.48 TCW",1225.0,1750.0,14K Gold,White,"Emerald Cut Blue Topaz 8.45, Round Diamond 0.03",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Safari 14K Yellow Gold Tsavorite and Diamond Mini Turtle Pendant,1046.5,1495.0,14K Gold,Yellow,"Round Tsavorite 0.38, Round Diamond 0.06",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Blue & White Diamond Anchor Pendant, 0.20 TCW",795.0,,14K Gold,White,Round Diamond 0.2,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Sapphire & Diamond Butterfly Pendant, 2.34 TCW",2380.0,3400.0,14K Gold,Yellow,"Marquise Multi Sapphire 1.82, Round Diamond 0.52",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Pendant, 2.25 TCW",1647.5,3295.0,14K Gold,Yellow,"Oval Opal 1.85, Round Diamond 0.4",,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Heart Pendant, 1.88 TCW",1365.0,1950.0,14K Gold,Rose,"Heart Morganite 1.75, Round Diamond 0.13",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.53 TCW",1447.5,2895.0,14K Gold,White,Round Diamond 0.53,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Necklace, 2.91 TCW",10150.0,14500.0,14K Gold,White,"Round Diamond 2.91,16"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K Two Tone Gold Espresso and White Diamond Crossover Pendant, 1.00 TCW",1575.0,2250.0,14K Gold,Rose and White,Round Diamond 1,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K Two Tone Gold Blue and White Diamond Crossover Pendant, 1.00 TCW",1505.0,2150.0,14K Gold,Yellow and White,Round Diamond 1,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond Elephant Pendant, 0.73 TCW",2656.5,3795.0,14K Gold,White,Round Diamond 0.73,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Sapphire & Diamond Wave Pendant, 0.49 TCW",1536.5,2195.0,14K Gold,White,"Round Blue Sapphire 0.29, Round Diamond 0.2",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Black and White Diamond Pendant, 1.39 TCW",2397.5,4795.0,14K Gold,Yellow,Round Diamond 1.39,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Tsavorite Frog Pendant, 1.13 TCW",2096.5,2995.0,14K Gold,Yellow,"Round Tsavorite 0.84, Round Diamond 0.29, Round Black Diamond ,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Diamond Station Necklace, 0.34 TCW",1225.0,1750.0,14K Gold,Rose,Round Diamond 0.34,"16-18"" with 7 Diamond Stations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Pendant, 1.22 TCW",2347.5,4695.0,14K Gold,Rose,Round Diamond 1.22,,"1.06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
